hesitate_dwell_max,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,veh_present_known_pct,veh_coverage_pct,veh_gated_out_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
5.0,detection,8,29,6,0.20689655172413793,6,0,0.0,6,61,8.116666666676869,0.18333333333381083,2.5027777777776947,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.6021311283111572
5.0,detection,9,29,6,0.20689655172413793,6,1,0.16666666666666666,6,60,9.416666666679546,0.26666666666670363,2.5013888888888065,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.577197790145874
5.0,detection,10,29,5,0.1724137931034483,5,0,0.0,5,52,8.000000000012733,0.32000000000080037,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.5572328567504883
5.0,detection,11,29,5,0.1724137931034483,5,0,0.0,5,50,8.360000000006561,0.4200000000001012,2.086111111111052,100.0,100.0,0.0,0.0,29,7,5,5,0,24,3.5264601707458496
5.0,detection,12,29,5,0.1724137931034483,5,2,0.4,5,48,8.960000000019562,0.3400000000010266,2.0833333333332744,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.604297399520874
5.0,detection,13,29,3,0.10344827586206896,3,0,0.0,3,31,9.200000000002612,0.3000000000002956,1.2499999999999885,100.0,100.0,0.0,0.0,29,3,3,3,0,26,3.5173370838165283
5.0,detection,14,29,3,0.10344827586206896,3,0,0.0,3,30,10.833333333342884,0.3999999999997878,1.252777777777766,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.561124563217163
5.0,aware,0,29,10,0.3448275862068966,9,1,0.1111111111111111,10,102,9.210000000002347,0.11999999999999034,4.17222222222222,100.0,100.0,0.0,0.0,29,10,9,9,0,20,3.7004659175872803
5.0,aware,1,29,4,0.13793103448275862,4,0,0.0,4,40,9.72500000001719,0.15000000000031832,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6122968196868896
5.0,aware,2,29,7,0.2413793103448276,7,3,0.42857142857142855,7,73,9.457142857150561,0.3285714285718768,2.919444444444338,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.678842067718506
5.0,aware,3,29,4,0.13793103448275862,4,0,0.0,4,40,11.04999999999859,0.14999999999986358,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6452043056488037
5.0,aware,4,29,6,0.20689655172413793,6,0,0.0,6,60,9.116666666687687,0.2500000000005116,2.5013888888888065,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.5940651893615723
5.0,aware,5,29,7,0.2413793103448276,7,0,0.0,7,70,10.800000000010316,0.2857142857142857,2.9222222222221155,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.6633963584899902
5.0,aware,6,29,3,0.10344827586206896,3,0,0.0,3,29,9.599999999995626,0.6666666666662119,1.252777777777766,100.0,100.0,0.0,0.0,29,3,3,3,0,26,3.6775922775268555
5.0,aware,7,29,4,0.13793103448275862,4,0,0.0,4,41,8.275000000023915,0.5250000000012633,1.6666666666666312,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.8446531295776367
5.0,aware,8,29,6,0.20689655172413793,6,0,0.0,6,61,8.116666666676869,0.18333333333381083,2.5027777777776947,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.777566432952881
5.0,aware,9,29,6,0.20689655172413793,6,1,0.16666666666666666,6,60,9.416666666679546,0.26666666666670363,2.5013888888888065,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.455740213394165
5.0,aware,10,29,5,0.1724137931034483,5,0,0.0,5,52,8.000000000012733,0.32000000000080037,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.48305082321167
5.0,aware,11,29,5,0.1724137931034483,5,0,0.0,5,50,8.360000000006561,0.4200000000001012,2.086111111111052,100.0,100.0,0.0,0.0,29,7,5,5,0,24,3.4577417373657227
5.0,aware,12,29,5,0.1724137931034483,5,2,0.4,5,48,8.960000000019562,0.3400000000010266,2.0833333333332744,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.4759514331817627
5.0,aware,13,29,3,0.10344827586206896,3,0,0.0,3,31,9.200000000002612,0.3000000000002956,1.2499999999999885,100.0,100.0,0.0,0.0,29,3,3,3,0,26,3.3575539588928223
5.0,aware,14,29,3,0.10344827586206896,3,0,0.0,3,30,10.833333333342884,0.3999999999997878,1.252777777777766,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.397408962249756
5.0,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.096674919128418
5.0,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.129049301147461
5.0,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.0891687870025635
5.0,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.135432243347168
5.0,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.15138578414917
5.0,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.071488857269287
5.0,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.1432809829711914
5.0,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.215038537979126
5.0,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.2105584144592285
5.0,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.1766550540924072
5.0,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.217311382293701
5.0,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.1636292934417725
5.0,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.0636415481567383
5.0,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.1406660079956055
5.0,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.062453508377075
8.0,detection,0,29,7,0.2413793103448276,6,0,0.0,7,71,8.700000000011288,0.27142857142924626,2.919444444444338,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.5505266189575195
8.0,detection,1,29,6,0.20689655172413793,6,1,0.16666666666666666,6,60,8.61666666667414,0.18333333333354554,2.504166666666584,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.565497875213623
8.0,detection,2,29,5,0.1724137931034483,5,0,0.0,5,52,9.140000000023566,0.12000000000002728,2.0847222222221635,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.6093909740448
8.0,detection,3,29,7,0.2413793103448276,7,2,0.2857142857142857,7,70,9.971428571436848,0.17142857142841553,2.9222222222221155,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.561049222946167
8.0,detection,4,29,5,0.1724137931034483,4,0,0.0,5,49,7.000000000011346,0.3000000000007958,2.0847222222221635,100.0,100.0,0.0,0.0,29,7,4,4,0,25,3.7528865337371826
8.0,detection,5,29,5,0.1724137931034483,4,0,0.0,5,50,7.940000000007785,0.21999999999989087,2.087499999999941,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.6881821155548096
8.0,detection,6,29,6,0.20689655172413793,6,1,0.16666666666666666,6,61,9.666666666678092,0.4000000000001667,2.5027777777776947,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.730250835418701
8.0,detection,7,29,2,0.06896551724137931,2,0,0.0,2,21,9.95000000002382,0.3499999999999801,0.8333333333333414,100.0,100.0,0.0,0.0,29,2,2,2,0,27,3.591005563735962
8.0,detection,8,29,5,0.1724137931034483,5,0,0.0,5,52,9.20000000000673,0.15999999999989994,2.0847222222221635,100.0,100.0,0.0,0.0,29,7,5,5,0,24,3.825888156890869
8.0,detection,9,29,6,0.20689655172413793,5,0,0.0,6,60,7.350000000013584,0.11666666666695373,2.5027777777776947,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.673210620880127
8.0,detection,10,29,6,0.20689655172413793,6,0,0.0,6,61,8.616666666669365,0.11666666666663635,2.5069444444443616,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.6077115535736084
8.0,detection,11,29,10,0.3448275862068966,10,0,0.0,10,101,9.450000000001092,0.6199999999998027,4.174999999999998,100.0,100.0,0.0,0.0,29,10,10,10,0,19,3.7525596618652344
8.0,detection,12,29,7,0.2413793103448276,7,1,0.14285714285714285,7,70,9.557142857166529,0.3285714285718565,2.9180555555554495,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.750077247619629
8.0,detection,13,29,7,0.2413793103448276,6,0,0.0,7,72,9.68571428572121,0.3714285714290294,2.919444444444338,100.0,100.0,0.0,0.0,29,8,6,6,0,23,3.6690611839294434
8.0,detection,14,29,6,0.20689655172413793,6,0,0.0,6,61,9.78333333334073,0.20000000000027285,2.5055555555554725,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.7990050315856934
8.0,aware,0,29,7,0.2413793103448276,6,0,0.0,7,71,8.700000000011288,0.27142857142924626,2.919444444444338,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.7492105960845947
8.0,aware,1,29,6,0.20689655172413793,6,1,0.16666666666666666,6,60,8.61666666667414,0.18333333333354554,2.504166666666584,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.6578543186187744
8.0,aware,2,29,5,0.1724137931034483,5,0,0.0,5,52,9.140000000023566,0.12000000000002728,2.0847222222221635,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.6529700756073
8.0,aware,3,29,7,0.2413793103448276,7,2,0.2857142857142857,7,70,9.971428571436848,0.17142857142841553,2.9222222222221155,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.6671087741851807
8.0,aware,4,29,5,0.1724137931034483,4,0,0.0,5,49,7.000000000011346,0.3000000000007958,2.0847222222221635,100.0,100.0,0.0,0.0,29,7,4,4,0,25,3.625640869140625
8.0,aware,5,29,5,0.1724137931034483,4,0,0.0,5,50,7.940000000007785,0.21999999999989087,2.087499999999941,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.661745548248291
8.0,aware,6,29,6,0.20689655172413793,6,1,0.16666666666666666,6,61,9.666666666678092,0.4000000000001667,2.5027777777776947,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.6654415130615234
8.0,aware,7,29,2,0.06896551724137931,2,0,0.0,2,21,9.95000000002382,0.3499999999999801,0.8333333333333414,100.0,100.0,0.0,0.0,29,2,2,2,0,27,3.6511197090148926
8.0,aware,8,29,5,0.1724137931034483,5,0,0.0,5,52,9.20000000000673,0.15999999999989994,2.0847222222221635,100.0,100.0,0.0,0.0,29,7,5,5,0,24,3.7331037521362305
8.0,aware,9,29,6,0.20689655172413793,5,0,0.0,6,60,7.350000000013584,0.11666666666695373,2.5027777777776947,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.398757219314575
8.0,aware,10,29,6,0.20689655172413793,6,0,0.0,6,61,8.616666666669365,0.11666666666663635,2.5069444444443616,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.430314064025879
8.0,aware,11,29,10,0.3448275862068966,10,0,0.0,10,101,9.450000000001092,0.6199999999998027,4.174999999999998,100.0,100.0,0.0,0.0,29,10,10,10,0,19,3.3426084518432617
8.0,aware,12,29,7,0.2413793103448276,7,1,0.14285714285714285,7,70,9.557142857166529,0.3285714285718565,2.9180555555554495,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.3585894107818604
8.0,aware,13,29,7,0.2413793103448276,6,0,0.0,7,72,9.68571428572121,0.3714285714290294,2.919444444444338,100.0,100.0,0.0,0.0,29,8,6,6,0,23,3.319275140762329
8.0,aware,14,29,6,0.20689655172413793,6,0,0.0,6,61,9.78333333334073,0.20000000000027285,2.5055555555554725,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.259120225906372
8.0,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.096674919128418
8.0,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.129049301147461
8.0,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.0891687870025635
8.0,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.135432243347168
8.0,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.15138578414917
8.0,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.071488857269287
8.0,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.1432809829711914
8.0,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.215038537979126
8.0,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.2105584144592285
8.0,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.1766550540924072
8.0,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.217311382293701
8.0,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.1636292934417725
8.0,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.0636415481567383
8.0,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.1406660079956055
8.0,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.062453508377075
